"","coord.dim1","coord.dim2","load.dim1","load.dim2","rotLoad.dim1","rotLoad.dim2"
"16_12_09_1",-0.907814290031501,0.143408922775649,-0.394726532073792,0.0753563619588032,-0.228689238242135,0.23761632360116
"16_12_09_2",0.572050958528668,-0.176188897685714,0.248733351643621,-0.0925810897268779,0.110627967357671,-0.27530471911208
"16_12_09_3",1.00522289635903,0.0620312564252502,0.43708074679812,0.0325952508495812,0.359968216035805,0.0958277893280246
"16_12_09.NA",1.55285912162052,0.93108924389576,0.675198333631818,0.489254759891908,0.246617591847107,0.265142224389948
"06_16_13_1_1",0.0687804075160512,-1.14291365153755,0.0299063938864533,-0.600561060957535,0.101620135582584,-0.645976400327136
"06_16_13_1_2",-0.0273746021913888,0.454879633311943,-0.0119027447668086,0.239023302261099,-0.0404448139618688,0.2570986073302
"06_16_13_2_1",0.0695312806921739,-1.58268579732792,0.0302328808872559,-0.831645908093743,0.132351152243223,-0.894533730793513
"06_16_13_2_2",-0.015686191903671,0.357052435867082,-0.00682050965662283,0.187618539172521,-0.0298582961811132,0.201805973165573
"06_16_13_3_1",0.281963198892011,-0.0485115566733068,0.122600356585282,-0.0254911225403852,-0.128819665949637,-0.176108628809438
"06_16_13_3_2",-0.0528481420346853,0.00909248315903678,-0.0229788890315558,0.0047777811782925,0.0241445693257815,0.0330079026817209
"06_16_13_4_1",0.0601756720297355,-0.878211910062567,0.0261649707394264,-0.461469574489015,0.0189009916334368,-0.505172919101758
"06_16_13_4_2",-0.0425835985291875,0.621470806062196,-0.0185157651242365,0.326561123966578,-0.0133753760011869,0.357488002198234
"06_16_13_5_1",0.164097913026012,-1.47070769086759,0.0713513775235424,-0.772805338353969,0.0723851654663353,-0.911891453863429
"06_16_13_5_2",-0.0371379487374666,0.332844372143715,-0.0161479433342757,0.174898050259055,-0.0163819058686973,0.206375434295406
"06_16_13_6_1",0.810497532172982,-0.756078074151637,0.352412253962103,-0.397292524915054,0.221461450444167,-0.482928720606871
"06_16_13_6_2",-0.160710082093729,0.149919480988924,-0.0698783154999142,0.0787774320831562,-0.0439126418880726,0.0957578663146182
"06_16_13_7_1",0.580044281797616,-0.110528437880039,0.252208926778693,-0.0580788197165342,0.312200977760816,0.0165089056230206
"06_16_13_7_2",-0.140117268782373,0.026699587125548,-0.0609243588666116,0.0140296971251292,-0.0754162219812995,-0.00398794167803222
"07_17_14_1_1",-0.294792879708961,1.11170042405783,-0.128178827283636,0.584159604044398,-0.0412000034293586,0.505681074524386
"07_17_14_1_2",0.200522101890871,-0.305972362358648,0.0871889710843664,-0.160777751070336,0.0425596101024884,-0.0344193723608158
"07_17_14_1_3",0.57976552352091,-0.514577191489626,0.25208771995362,-0.27039227648547,-0.0153635150629908,-0.372154851182139
"07_17_14_1_4",-0.135830078297037,-1.52337359364318,-0.0590602465132386,-0.800479424147457,0.0133659770051153,-0.888937061705809
"07_17_14_1_5",-1.13866109028283,-1.59112225023371,-0.495100978592336,-0.836078968369996,-0.106503865290852,-0.988180892440481
"07_17_14_1.NA",-0.268951090000204,0.0977309787421496,-0.116942564375763,0.0513542035330877,-0.0485225351486652,0.260986607459755
"07_17_14_2_1",-0.653751817787103,1.89094259571236,-0.284257684314582,0.993624050218552,-0.0722507536481405,0.923615901080896
"07_17_14_2_2",0.0901424787512086,0.468234308104244,0.0391948313886592,0.246040715738676,0.0489478285339516,0.38861963072949
"07_17_14_2_3",0.838083040211495,0.135142513167491,0.36440670265398,0.0710126534748716,0.123314263922825,0.0703415835195428
"07_17_14_2_4",0.0489365915639773,-1.23772386176689,0.0212781086304447,-0.650380503019796,-0.0381273788491235,-0.641529640238882
"07_17_14_2_5",-0.673033209369501,-1.81633600872614,-0.292641421953932,-0.954420903966346,-0.142361202230089,-1.23400085532256
"07_17_14_2.NA",1.27126500544131,-1.20053525507031,0.552758457819834,-0.630839193785116,0.56151477788049,-0.736632281931865
"07_17_14_3_1",-0.745296564109814,2.3625509216546,-0.324062235358039,1.24143769406054,0.129451307240191,1.14751171697496
"07_17_14_3_2",-0.433243499665056,0.819357662487317,-0.188378510940124,0.43054373042538,-0.0336539535651331,0.634970115402105
"07_17_14_3_3",0.624635242498269,0.258196108109803,0.271597512607846,0.13567300417921,0.0807170151306867,0.0781480632273557
"07_17_14_3_4",-0.256462801900719,-1.00379969697466,-0.111512534569913,-0.527461554241615,-0.0968030220678556,-0.431144197602484
"07_17_14_3_5",-0.53918164973292,-1.381084012747,-0.234441454704922,-0.725711237109656,-0.0956740624387115,-0.963998258935318
"07_17_14_3.NA",0.711133183816557,0.422717222629247,0.309207663475713,0.222123082846826,0.0362447780991893,0.0526846744907565
"08_20_16_1_1",-0.308455816053092,1.61130053241191,-0.134119605634764,0.846681948338728,0.369118287344999,1.00627616127062
"08_20_16_1_2",-0.367270202261139,0.466928748021339,-0.159692675985029,0.245354689679334,0.0506711669982764,0.489993953542494
"08_20_16_1_3",0.817926322335389,0.524460945502475,0.355642364581103,0.275585842760765,-0.0220995776527452,0.233284709671681
"08_20_16_1_4",-0.254883832805776,-0.660017207175599,-0.110825983364515,-0.346815906572085,-0.204818046094676,-0.349540810216323
"08_20_16_1_5",0.832351009206943,-1.07997542621319,0.361914359511764,-0.567489229743749,0.164802805076456,-1.1567056483883
"08_20_16_1.NA",-3.24544635860584,1.97442159426565,-1.41115181841822,1.03748933774171,-1.45855805680778,1.03174988854803
"08_20_16_2_1",-0.391437380440057,1.6368619322431,-0.170200801421392,0.86011356793792,0.40947667682129,1.10057929593154
"08_20_16_2_2",-0.628717441702631,0.609816574437812,-0.27337249274736,0.320437233767551,-0.0803546269253078,0.548061213398483
"08_20_16_2_3",0.836764735424515,0.38332013580557,0.363833490839081,0.201421294719933,0.082696242251056,0.196960676671513
"08_20_16_2_4",-0.126869585199942,-0.782983363682329,-0.0551641364776003,-0.411430311443534,-0.172822408877614,-0.433238881342889
"08_20_16_2_5",0.832546682293919,-1.14545266241371,0.361999440083738,-0.601895222172182,0.164467350058868,-1.18429674976761
"08_20_16_2.NA",1.04446464566861,-0.404771788546017,0.454143443197118,-0.21269338628325,0.287477882997741,-0.0382387425303297
"08_22_18_1",-1.13420472664723,1.93611794560513,-0.49316330809865,1.01736211304091,0.0813118061393177,1.18208480473057
"08_22_18_2",-0.659234693912807,0.588304508377577,-0.286641692478646,0.309133397122374,-0.0351858722544133,0.583593108038631
"08_22_18_3",0.306117763026506,0.697199633874241,0.133102997311759,0.366353968434477,-0.0231093690708017,0.446239983914416
"08_22_18_4",0.290598118278885,-0.38934115855553,0.126354903987481,-0.204585131118161,0.0136264480946545,-0.118899900072531
"08_22_18_5",0.204234726021377,-0.899829467452508,0.0888032563671826,-0.472828843130131,0.00564789792284066,-0.782495673528145
"08_22_18.NA",1.15867158571278,-0.0135322026867784,0.503801737715516,-0.00711069816318233,0.279663595395933,-0.0760248862109919
"09_31_20_1_1",-1.0986582816062,-0.212611002214439,-0.477707366137098,-0.111719628940799,-0.00689978929488779,-0.00158237525472323
"09_31_20_1_2",0.0700576060147099,-0.441712628881478,0.0304617322851559,-0.232104502980195,0.00259370508797157,-0.056979962925228
"09_31_20_1_3",1.18183278862647,0.311901679897692,0.513872455267738,0.1638933995948,0.0697851874935931,0.0882273912094181
"09_31_20_1_4",0.876855108538155,0.779507763653256,0.381265177167947,0.409604005459598,-0.0319250563297334,0.0142248271356681
"09_31_20_1_5",1.00585498904396,3.39167043356175,0.437355586879635,1.78220392350544,-0.188366977291999,0.241137879960056
"09_31_20_2_1",-1.17984611448155,-0.460965702497698,-0.513008629919099,-0.242221318281242,0.0765300284956374,-0.205534395618509
"09_31_20_2_2",-0.390764872068942,-0.488924265429636,-0.169908388204244,-0.256912563061339,-0.0329969831720019,-0.067664675312737
"09_31_20_2_3",0.572245294131423,0.00891420732843777,0.248817850664375,0.00468410347847363,0.0433031633502824,0.1659011671979
"09_31_20_2_4",0.577863768914693,0.239354253729973,0.251260818450955,0.125772270172284,0.0173969174898674,0.000454703702226422
"09_31_20_2_5",0.839839200767519,2.04800258353938,0.365170298439656,1.07615356834661,-0.170638303955513,0.12785741676436
"09_31_20_2.NA",-0.68581009490705,1.95452205448303,-0.298196936748445,1.02703282713101,-0.01567222455381,1.09916307052087
"09_31_20_3_1",-0.139456900268369,-0.0663621449163573,-0.060637224178068,-0.0348709809396094,0.16252814408139,-0.142616940551346
"09_31_20_3_2",0.177557435126483,-0.378970423442188,0.0772037093720587,-0.199135673344864,-0.026410167242571,-0.049040760193767
"09_31_20_3_3",-0.0263069645049368,0.561509946039766,-0.0114385254588377,0.295053793852397,-0.274980659552737,0.347759613580649
"09_31_20_3_4",-0.182828234409401,0.715121589295028,-0.0794955044506877,0.375771327783945,-0.0609928957619986,0.243573031953519
"09_31_20_3_5",-0.845442868702002,4.14076779443126,-0.367606828063567,2.17582832828796,-0.374539517688607,0.896580507097879
"09_31_20_3.NA",0.579594292661235,1.14813709937918,0.25201326710113,0.603305799699089,-0.31657416931265,-0.645943075816533
"09_31_20_4_1",-0.321866211262622,-0.0973252473166639,-0.139950576630619,-0.0511410058912311,0.186430978596506,-0.109411942484627
"09_31_20_4_2",0.0521348913289304,-0.426195295573741,0.0226687606488312,-0.223950688261131,-0.116295219215741,-0.0970469209921491
"09_31_20_4_3",0.375372537404956,0.600743781118986,0.163215650549471,0.315669798910094,-0.151255693159192,0.34159340408125
"09_31_20_4_4",0.464572330302996,0.985343475917854,0.202000592909348,0.517763457028207,0.084308381791915,0.267846943192491
"09_31_20_4_5",0.207885321948101,3.29551271712257,0.0903905711803349,1.73167641416449,0.0111608978438199,0.52010940040314
"09_31_20_4.NA",0.930165972721131,0.365891942190752,0.404445262315178,0.192263389891508,0.492253476591288,0.339596171866088
"09_31_20_5_1",-0.492633051025149,-0.051328933925035,-0.214201668723832,-0.0269715555277236,0.0681734243743596,-0.087789888395064
"09_31_20_5_2",0.280756190995839,-0.41185419037017,0.122075537747031,-0.216414940180098,-0.0588936195743725,-0.128708022946886
"09_31_20_5_3",0.402084176576124,0.452185117529976,0.174830132511058,0.237607428669416,-0.0229417573856129,0.300455532631011
"09_31_20_5_4",0.23694884183017,1.11873292492864,0.103027673877307,0.587854936739458,0.0876462640849033,0.438885711837104
"09_31_20_5_5",-0.572674473613259,3.47036851816022,-0.249004462100615,1.82355700833228,-0.308684765797536,0.707879869549095
"09_31_20_5.NA",1.08284279363477,0.430522918876252,0.470830637285648,0.226224702609008,0.665207937565625,0.426124441799651
"10_32_19_1_1",-0.998118766230231,-0.101523201494725,-0.433991801537029,-0.0533468836595435,-0.134151565405636,0.0530114522804012
"10_32_19_1_2",0.775734049067268,-0.380670351300787,0.337296751507688,-0.200028925846432,0.13267636774919,-0.116946964629685
"10_32_19_1_3",1.95839424928485,1.08751173775853,0.851528973427641,0.571449297288036,0.159293584793029,0.160550330450676
"10_32_19_1_4",2.28376083753577,1.48376581383669,0.993001548207786,0.779666924243586,0.364828599562521,-0.227376012109223
"10_32_19_1_5",1.63409214678607,3.63466473933275,0.710519247463598,1.90988891342935,0.0920965394416027,0.444842231608321
"10_32_19_1.NA",-1.96657946926229,1.97430438858447,-0.855087987128388,1.03742775026469,-1.15567580205874,1.02955461813156
"10_32_19_2_1",-1.4296532617707,-0.0352952558467256,-0.621627220769073,-0.0185464197313254,-0.3295523973457,0.0815019981899342
"10_32_19_2_2",1.07679712579526,-0.55881100469938,0.468201921780106,-0.293635594784897,0.25879110578603,-0.179545454569463
"10_32_19_2_3",1.88134187314763,0.650616598450973,0.818025846681713,0.341876216209902,0.33052208308898,0.239791742924096
"10_32_19_2_4",2.00293105008093,0.390473578645226,0.870894010000579,0.205180178180205,0.594949268040157,-0.0759640730427659
"10_32_19_2_5",2.53778002169274,3.11404139713912,1.10345157388321,1.63631959668662,0.494018423826603,0.0346710903170208
"10_32_19_2.NA",3.94009016710533,0.550842446226525,1.71318974023373,0.289448396631894,0.323431529133825,0.0414077095174641
"10_32_19_3_1",-2.36995581243796,0.689320423160655,-1.03047996631481,0.362213719397034,-0.675402963681585,0.407289988664065
"10_32_19_3_2",-0.622699162958841,-0.591515931978434,-0.270755686288511,-0.310820887653544,-0.117562209814181,-0.153448576292948
"10_32_19_3_3",0.883050874310161,-0.102250514999185,0.383959156722554,-0.0537290614113795,0.182118530232476,0.133045329599378
"10_32_19_3_4",0.915845926239561,-0.573911841763455,0.398218766049505,-0.301570555327495,0.27844561559543,-0.175740589640273
"10_32_19_3_5",1.7002282924004,0.913441041365899,0.739275890413297,0.479981248090673,0.413152930639141,-0.133826037973979
"10_32_19_3.NA",0.853621362476638,1.14537682172066,0.37116291714555,0.60185537054645,1.03879681819418,0.677935057704475
"10_32_19_4_1",0.54564527826477,-0.117016525877672,0.237251903607309,-0.0614880825302232,0.638755515255015,-0.0479588252099266
"10_32_19_4_2",1.06582195277587,-0.304608666260873,0.46342980920992,-0.16006117657304,0.314325727857715,-0.129550401952048
"10_32_19_4_3",-0.315265791110122,0.0438179191134433,-0.1370806493937,0.023024780530287,-0.311499285082556,0.116373465945573
"10_32_19_4_4",-1.50407971251895,-0.199195777444368,-0.653988569473331,-0.104670398572381,-0.669733977371411,-0.0445563959744421
"10_32_19_4_5",-2.57547242943732,1.43984235739773,-1.11984060141659,0.756586687548174,-1.16500151814503,0.350046393529586
"10_32_19_4.NA",0.135574716423714,1.00508810548556,0.0589492126731818,0.528138567751089,0.284166028192596,0.299028974229306
"10_32_19_5_1",-0.815048741778201,1.27767468105561,-0.354391164411008,0.671373258146901,-0.0323902745833071,0.488589684111822
"10_32_19_5_2",-0.184710626983752,0.200654318252818,-0.0803139871525291,0.105436810640514,-0.0758917648476166,0.200351543764253
"10_32_19_5_3",0.879163794944025,0.00771246983006544,0.382269016597048,0.00405263254797593,0.0995343662175483,-0.0420254901539366
"10_32_19_5_4",0.0374817973821127,-0.965206512133545,0.016297452087938,-0.50718218842712,0.0649052921643215,-0.439206133047591
"10_32_19_5_5",-0.97455642798319,-0.68168022787055,-0.423746666418611,-0.358199064586344,-0.141292309538272,-0.485763744561918
"10_32_19_5.NA",0.887192079507557,0.566292928948469,0.38575979324494,0.297567083711459,0.226053815390448,0.333524948286032
"10_32_19_6_1",-1.25843357477779,0.0276587779978503,-0.547179226271074,0.0145337183056932,-0.258919783272771,0.0724629870560157
"10_32_19_6_2",1.03963120432628,-0.504050801806339,0.452041815628582,-0.264861027691878,0.260732167426386,-0.129108415397054
"10_32_19_6_3",2.13095021185796,0.914130573175746,0.926557993617195,0.480343572886363,0.29856717916933,0.164735629118144
"10_32_19_6_4",3.33911115948436,1.79767289233684,1.45187818991748,0.944614090508086,0.678858743121782,-0.253244954747231
"10_32_19_6_5",2.33328739756682,4.62934117603996,1.01453618089783,2.43255651420104,-0.0209707851979256,-0.041928400110875
"10_32_19_6.NA",0.628126229407322,1.08269915556887,0.273115427859079,0.568920454044385,0.175587452768281,-0.183865874486969
"10_32_19_7_1",0.0820961939104761,-0.00876721142587125,0.035696228044191,-0.0046068622843703,0.148542447638792,-0.01152752800276
"10_32_19_7_2",0.0281821200624421,-0.2944338487141,0.0122538614349737,-0.154714666613413,-0.247736682012051,-0.0117781353316638
"10_32_19_7_3",-1.00513057151269,1.01613858752651,-0.437040603051956,0.53394520870745,-0.860212581442634,0.323055182569044
"10_32_19_7_4",-2.28382419833579,0.0987933339127589,-0.993029098103328,0.0519124339361602,-1.50614113820034,-0.192755043018671
"10_32_19_7_5",0.632924119346681,3.94599625443522,0.275201597329896,2.07348271141043,-0.732472196458224,-0.473365202047921
"10_32_19_7.NA",2.11390191243968,-0.718219809773595,0.919145226291288,-0.377399334042498,1.43924849817406,0.0369790723218559
"10_32_19_8_1",-1.05367532204713,0.0230785112291381,-0.458148335370407,0.0121269486723216,-0.0923414608813969,0.040940291667045
"10_32_19_8_2",0.531223934787409,-0.399618578801501,0.230981362417144,-0.20998555519965,0.0683162967085433,-0.0751116593238585
"10_32_19_8_3",0.96972177729414,0.326494198600909,0.421644513014294,0.171561256657018,0.0318993306486684,0.0933326049915436
"10_32_19_8_4",1.03589234370587,0.192961431996987,0.450416122463353,0.101394468574329,0.211700964856772,-0.22753664846163
"10_32_19_8_5",1.4912842107707,2.67576529895751,0.648424960168335,1.40602087012738,0.149335866354351,-0.199357579293706
"10_32_19_8.NA",-3.70014121766335,0.199162396255659,-1.60885759022461,0.104652857927836,-1.56452364250769,0.541673927191289
"11_19_15_1_1",1.4933153209076,0.194185567696729,0.649308106720885,0.102037708974515,0.668330805861237,0.00072553784483304
"11_19_15_1_2",-1.37132338519512,0.0345838057110734,-0.596264819945697,0.0181725776237341,-0.636765295297748,0.0467433224040845
"11_19_15_1.NA",-0.186087786141693,-0.730589784358155,-0.0809127894235406,-0.383899322077925,-0.00686712954703101,-0.157388657570026
"11_19_15_2_1",0.0760083894694111,-0.0737270064639411,0.0330491911321793,-0.0387409575199679,0.0517063841889223,-0.0097514002373404
"11_19_15_2_2",-0.951379864484739,0.870959657833285,-0.413669269933902,0.457658770158093,-0.682939380847469,0.0149992443110507
"11_19_15_2.NA",-0.852251372950738,0.980968481123834,-0.370567232300672,0.515464550622071,-0.473429655932008,0.427832589673696
"11_19_15_3_1",0.108224532626653,-0.0888248634066692,0.0470570852630481,-0.0466743521132619,0.0791547674403086,-0.0216461705235528
"11_19_15_3_2",-1.3706772173406,0.986038108862568,-0.595983859842782,0.518128462291458,-0.956855978573233,0.192044611537868
"11_19_15_3.NA",-0.556358773403247,0.698781650121025,-0.241910236075565,0.367185262517229,-0.486477179826521,0.254378746282125
"11_19_15_4_1",0.808772138219401,-0.0649455358221443,0.351662035796079,-0.0341266025174617,0.408687590888028,-0.0398576989432544
"11_19_15_4_2",-1.92402638488244,0.269677467014473,-0.836585489854722,0.141706055823791,-0.964774612119988,0.0717479135908421
"11_19_15_4.NA",-0.552880623330814,-0.214492866892808,-0.240397902406445,-0.112708482863664,-0.29617559036915,0.0791066529004643
"11_19_15_5_1",1.77412019939032,0.433823897601737,0.771404814263394,0.227959251218965,0.80544161772725,0.124360977609223
"11_19_15_5_2",-1.16667007793085,-0.20646507474242,-0.507279560360222,-0.108490159489456,-0.524896522354704,-0.0808170962605421
"11_19_15_5.NA",0.887232460707137,-0.325826550067154,0.385777351385461,-0.171210430755831,0.369979989348174,0.0555590201297528
"11_19_15_6_1",1.07782932815271,-0.0486832310867921,0.468650733460452,-0.0255813314269124,0.56539655873928,-0.0238766292688871
"11_19_15_6_2",-1.21173555185781,0.0899253824833803,-0.526874469181091,0.047252636311219,-0.636835010166118,0.0252457985398514
"11_19_15_6.NA",0.545175516591836,-0.212722851699143,0.23704764663747,-0.111778401924314,0.292371024887516,-0.00354061305540719
"11_19_15_7_1",0.903755687456803,-0.00705487570410954,0.39296181197964,-0.00370708988564774,0.497551460411098,-0.0186861803924837
"11_19_15_7_2",-1.21589953242187,0.000717960215720137,-0.528685008655655,0.00037726292646704,-0.667821003186973,-0.00058597866291608
"11_19_15_7.NA",0.522594229975645,0.0528832369918886,0.227229082363202,0.0277882873058621,0.277466615995006,0.156222362729255
"11_19_15_8_1",1.0364954924813,0.00441117562211259,0.450678377449932,0.00231791816304062,0.55079053915267,-0.0335830334578588
"11_19_15_8_2",-1.36470610605716,0.0385661849275685,-0.59338756225701,0.0202651783063632,-0.734288162832088,0.0143238470449301
"11_19_15_8.NA",0.390676010396723,-0.225490867724723,0.169869750280062,-0.118487546784321,0.25412341477018,0.140367585165519
"11_19_15_9_1",1.59046284610533,0.308691340675422,0.691548800816502,0.162206478866566,0.691450035529496,0.0895165444008293
"11_19_15_9_2",-1.01609269658235,-0.0850324130474844,-0.441807042245986,-0.0446815523875112,-0.46542221563443,-0.0358184497370553
"11_19_15_9.NA",0.62626932679265,-0.600457592258861,0.272308028441007,-0.31551941669597,0.424666521715658,-0.102296491246516
"11_19_15_10_1",1.13000386935026,0.0696695461437956,0.49133673425995,0.036608904349213,0.555883846084105,0.0157229482937106
"11_19_15_10_2",-1.71552152884662,-0.00577893519575865,-0.745925539193767,-0.00303662787446864,-0.837620441562656,-0.0300086848781869
"11_19_15_10.NA",0.0918436518159466,-0.441968288926484,0.0399345180753251,-0.232238843372111,0.0169877777680258,0.0287597795172351
"11_19_15_11_1",1.28239584915816,0.0972944378963508,0.55759825753179,0.0511248166208293,0.599968482876387,-0.00184575603016456
"11_19_15_11_2",-1.71360560518674,-0.0363223593180266,-0.745092476847994,-0.0190861266021007,-0.790044675739582,0.00731581165430932
"11_19_15_11.NA",0.258330196639059,-0.318831828856361,0.112324496065972,-0.167534949947806,0.0787212646971343,-0.0178895230170292
